timestamp,eventType,contentId,personId,sessionId,userAgent,userRegion,userCountry
1464707645,LIKE,a43,3.11E+18,-3.96E+18,,,
1464709024,VIEW,a1,2.28E+16,8.00E+18,,,
1464709036,LIKE,a67,2.28E+16,8.00E+18,,,
1464710759,VIEW,a38,-8.85E+18,-9.00E+18,,,
1463661040,VIEW,a28,-5.71E+18,3.69E+16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463660470,VIEW,a1,-1.39E+18,-3.10E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463661125,VIEW,a17,-7.51E+18,-1.73E+17,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",MG,BR
1463659255,VIEW,a62,8.68E+18,8.32E+18,Android - Native Mobile App,SP,BR
1463658764,VIEW,a42,6.01E+18,4.58E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463659371,COMMENT CREATED,a11,8.68E+18,8.32E+18,,,
1463660590,VIEW,a2,6.97E+18,-2.32E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463660214,VIEW,a38,7.95E+18,3.66E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1463661106,VIEW,a65,-5.71E+18,3.69E+16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463659039,VIEW,a46,7.53E+18,1.12E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",MG,BR
1463657518,COMMENT CREATED,a16,-6.04E+18,9.19E+18,,,
1463657429,VIEW,a29,-6.67E+18,-5.08E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",MG,BR
1463657719,VIEW,a68,2.00E+18,3.96E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR
1463658903,VIEW,a7,-1.84E+18,-3.11E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",MG,BR
1463660429,VIEW,a28,3.03E+18,1.79E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463659445,VIEW,a36,7.52E+18,5.42E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463658284,VIEW,a24,-5.09E+18,-7.18E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",MG,BR
1463658140,VIEW,a23,6.75E+17,-6.20E+18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463659315,VIEW,a44,-4.92E+17,-9.06E+18,Android - Native Mobile App,SP,BR
1463659050,VIEW,a18,8.68E+18,8.32E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463661017,VIEW,a21,5.22E+18,3.65E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",ES,BR
1463657396,VIEW,a38,3.81E+18,-1.61E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463659503,VIEW,a63,9.10E+18,-3.60E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR
1463661105,VIEW,a34,-5.71E+18,3.69E+16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463661060,VIEW,a23,-9.17E+18,-1.88E+17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463661259,LIKE,a48,5.91E+18,3.96E+18,,,
1463657372,VIEW,a33,-3.45E+18,8.64E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463658874,VIEW,a41,7.59E+18,2.70E+18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",MG,BR
1463660998,VIEW,a29,5.49E+18,-4.88E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR
1463659418,VIEW,a65,-1.87E+18,6.04E+17,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR
1463660521,VIEW,a9,1.02E+18,-7.05E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463657317,VIEW,a47,-6.04E+18,9.19E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463657792,LIKE,a11,2.00E+18,3.96E+18,,,
1463659581,VIEW,a18,5.51E+18,7.83E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463658975,VIEW,a8,9.01E+18,-9.22E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463658687,BOOKMARK,a8,-1.09E+17,-2.38E+18,,,
1463661227,VIEW,a49,5.91E+18,3.96E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463658359,LIKE,a58,-1.09E+17,-2.38E+18,,,
1463658884,VIEW,a35,9.01E+18,-9.22E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463658912,LIKE,a32,7.59E+18,2.70E+18,,,
1463660419,VIEW,a46,2.06E+18,8.15E+17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463660713,VIEW,a30,-1.39E+18,-3.10E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463658866,VIEW,a45,6.01E+18,4.58E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463661038,VIEW,a7,-5.71E+18,3.69E+16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463660966,VIEW,a59,5.49E+18,-4.88E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR
1463660824,VIEW,a26,-6.04E+18,9.19E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463661039,VIEW,a62,-5.71E+18,3.69E+16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR
1463657509,VIEW,a37,-4.45E+17,-5.32E+17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",MG,BR
1463660081,VIEW,a68,-8.67E+17,-1.86E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",MG,BR
1463660937,VIEW,a28,5.49E+18,-4.88E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR
1463658789,VIEW,a51,7.61E+18,3.46E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR
1463661016,VIEW,a45,5.22E+18,3.65E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",ES,BR
1463659973,VIEW,a27,-7.33E+18,-2.93E+17,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) SmartCanvas/0.1.0 Chrome/49.0.2623.75 Electron/0.37.2 Safari/537.36",SP,BR
1463659336,LIKE,a57,8.68E+18,8.32E+18,,,
1463661303,LIKE,a60,5.51E+18,7.83E+18,,,
1463659336,BOOKMARK,a5,8.68E+18,8.32E+18,,,
1461586220,BOOKMARK,a53,3.61E+18,4.63E+18,,,
1461586479,VIEW,a26,-8.38E+18,4.39E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",SP,BR
1461585861,VIEW,a17,3.73E+18,1.44E+17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",SP,BR
1461587455,LIKE,a58,-2.51E+18,8.99E+18,,,
1461588466,LIKE,a55,6.75E+17,1.02E+18,,,
1461588598,VIEW,a20,-3.23E+18,1.57E+17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461585492,VIEW,a40,-3.84E+18,3.97E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",SP,BR
1461588996,VIEW,a13,3.61E+18,4.63E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461586145,VIEW,a9,-4.07E+18,4.79E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461587886,VIEW,a53,-4.65E+18,-4.43E+17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461586996,VIEW,a29,2.75E+18,3.39E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461586747,VIEW,a20,3.61E+18,4.63E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461586030,VIEW,a12,3.61E+18,4.63E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461585631,VIEW,a39,2.28E+16,8.32E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461589166,VIEW,a17,7.87E+18,8.82E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461588098,VIEW,a23,1.95E+18,2.48E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461587353,VIEW,a16,3.47E+18,8.45E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461585863,VIEW,a47,3.73E+18,1.44E+17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",SP,BR
1461587242,VIEW,a49,-2.51E+18,8.99E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461588354,VIEW,a47,9.01E+18,-8.29E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461588997,VIEW,a46,1.12E+18,8.21E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",SP,BR
1461586428,VIEW,a4,3.01E+17,6.27E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461587135,VIEW,a24,-3.60E+18,4.66E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",SP,BR
1461588880,VIEW,a67,-6.67E+18,-3.83E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",MG,BR
1461586979,VIEW,a23,9.09E+17,-5.62E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",SP,BR
1461586073,LIKE,a22,-4.39E+18,5.29E+18,,,
1461585865,VIEW,a12,3.73E+18,1.44E+17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",SP,BR
1461587534,VIEW,a26,2.94E+18,-1.99E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",MG,BR
1461585913,VIEW,a20,-6.26E+18,7.14E+17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461587563,COMMENT CREATED,a68,3.47E+18,8.45E+18,,,
1461587867,VIEW,a17,-2.51E+18,8.99E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461587626,VIEW,a19,-2.51E+18,8.99E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461586465,BOOKMARK,a44,-8.38E+18,4.39E+18,,,
1461586613,VIEW,a53,6.03E+18,-2.59E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461587287,VIEW,a41,2.75E+18,3.39E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461586453,VIEW,a19,8.02E+17,8.76E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",MG,BR
1461588425,VIEW,a50,6.75E+17,1.02E+18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461587843,VIEW,a24,-6.87E+18,6.60E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461587364,VIEW,a50,-1.44E+18,-3.23E+16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",SP,BR
1461587488,LIKE,a2,-6.34E+18,1.07E+18,,,
1461586509,VIEW,a50,2.29E+18,8.99E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461588371,VIEW,a45,7.39E+18,-9.05E+17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461587092,VIEW,a9,3.95E+18,-1.60E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",SP,BR
1461588426,VIEW,a51,6.75E+17,1.02E+18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461586399,VIEW,a27,-8.38E+18,4.39E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",SP,BR
1461587032,VIEW,a37,-6.34E+18,1.07E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461586030,VIEW,a61,-4.39E+18,5.29E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.103 Safari/537.36",SP,BR
1461586956,VIEW,a42,2.75E+18,3.39E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461586577,VIEW,a35,-2.34E+18,-8.28E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",SP,BR
1461589052,VIEW,a3,4.43E+18,-8.87E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",MG,BR
1461588333,VIEW,a48,-2.62E+18,-8.45E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461589119,VIEW,a39,-9.00E+18,-2.80E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR
1461586529,BOOKMARK,a25,-8.38E+18,4.39E+18,,,
1461589143,VIEW,a41,-1.34E+18,-9.00E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461587180,VIEW,a54,8.91E+18,1.85E+18,"Mozilla/5.0 (X11; Fedora; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",SP,BR
1461588631,VIEW,a2,7.39E+18,-9.05E+17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461586134,VIEW,a1,-1.55E+18,-3.48E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461586891,VIEW,a39,3.61E+18,4.63E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461586025,VIEW,a53,6.03E+18,-2.59E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461586930,VIEW,a20,3.61E+18,4.63E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461586811,VIEW,a56,6.03E+18,-2.59E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461587247,VIEW,a59,-5.71E+18,-9.78E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461585810,VIEW,a51,6.93E+17,3.84E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR
1461586916,VIEW,a21,3.61E+18,4.63E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461589093,VIEW,a38,2.69E+17,5.49E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461585317,VIEW,a29,-6.35E+18,5.99E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461586319,VIEW,a8,-4.24E+18,-7.60E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461588507,VIEW,a28,8.82E+17,-8.90E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461587616,VIEW,a7,-2.76E+18,2.09E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461587136,LIKE,a47,-3.60E+18,4.66E+18,,,
1461586121,VIEW,a12,4.43E+18,-8.87E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",MG,BR
1461586505,VIEW,a49,5.13E+18,-6.21E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",MG,BR
1461586611,BOOKMARK,a47,8.02E+17,8.76E+17,,,
1461586761,LIKE,a52,5.13E+18,-6.21E+18,,,
1461585312,VIEW,a63,-1.23E+17,-1.92E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",SP,BR
1461587114,VIEW,a53,-2.51E+18,8.99E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461587135,VIEW,a40,8.91E+18,1.85E+18,"Mozilla/5.0 (X11; Fedora; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",SP,BR
1461588617,LIKE,a19,8.91E+18,1.85E+18,,,
1461585582,VIEW,a8,6.46E+18,1.87E+18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36",SP,BR
1461588455,VIEW,a19,8.82E+17,-8.90E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461587179,LIKE,a52,-3.60E+18,4.66E+18,,,
1461589187,VIEW,a69,-1.58E+18,-6.43E+17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) SmartCanvas/0.1.0 Chrome/49.0.2623.75 Electron/0.37.2 Safari/537.36",SP,BR
1461587241,VIEW,a35,-2.51E+18,8.99E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
1461586107,VIEW,a16,-1.55E+18,-3.48E+18,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR
1461587134,LIKE,a57,-3.60E+18,4.66E+18,,,
1461587180,VIEW,a43,-3.60E+18,4.66E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",SP,BR
1461588066,VIEW,a25,1.12E+18,8.21E+18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",SP,BR
1461587031,VIEW,a34,3.95E+18,-1.60E+18,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.86 Safari/537.36",SP,BR
1461586922,VIEW,a70,2.75E+18,3.39E+18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",MG,BR
