,timestamp,eventType,contentId,personId,sessionId,userAgent,userRegion,userCountry,eventStrength,interactCnt,gender,age(15~60)
2767,1461331137,VIEW,101315,-8.86E+18,5.75E+18,"Mozilla/5.0 (X11; CrOS armv7l 7834.70.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
3034,1464107294,VIEW,100960,-8.86E+18,1.51E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR,1,166,female,43
3039,1464109076,VIEW,102095,-8.86E+18,1.51E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR,1,166,female,43
3049,1464109111,LIKE,100023,-8.86E+18,1.51E+18,,,,2,166,female,43
3561,1462844491,LIKE,101568,-8.86E+18,-4.08E+18,,,,2,166,female,43
3565,1462844173,VIEW,102467,-8.86E+18,-4.08E+18,Android - Native Mobile App,SP,BR,1,166,female,43
5011,1460046520,VIEW,100038,-8.86E+18,3.01E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,166,female,43
5344,1459854756,VIEW,100775,-8.86E+18,-1.78E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,166,female,43
5345,1459854940,VIEW,100893,-8.86E+18,-1.78E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,166,female,43
5359,1459854641,VIEW,102375,-8.86E+18,-1.78E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,166,female,43
5384,1459854905,VIEW,100757,-8.86E+18,-1.78E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,166,female,43
6097,1461843777,VIEW,100707,-8.86E+18,-2.77E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
6101,1461844148,LIKE,101797,-8.86E+18,-2.77E+18,,,,2,166,female,43
6387,1464640600,VIEW,100973,-8.86E+18,5.36E+18,Android - Native Mobile App,SP,BR,1,166,female,43
6396,1464640648,LIKE,101203,-8.86E+18,5.36E+18,,,,2,166,female,43
6472,1461672450,VIEW,100730,-8.86E+18,4.03E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
7206,1466799605,VIEW,101725,-8.86E+18,-2.52E+18,"Mozilla/5.0 (X11; CrOS armv7l 8172.56.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
7219,1466799607,VIEW,101595,-8.86E+18,-2.52E+18,,,,1,166,female,43
7972,1462555108,LIKE,100999,-8.86E+18,3.40E+18,,,,2,166,female,43
7976,1462553800,VIEW,100951,-8.86E+18,3.40E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
7984,1462553704,BOOKMARK,101873,-8.86E+18,3.40E+18,,,,2.5,166,female,43
7990,1462555054,VIEW,100826,-8.86E+18,3.40E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
7999,1462554789,VIEW,101668,-8.86E+18,3.40E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
8006,1462553484,VIEW,101096,-8.86E+18,3.40E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
8008,1462554428,LIKE,101722,-8.86E+18,3.40E+18,,,,2,166,female,43
8012,1462555039,VIEW,101170,-8.86E+18,3.40E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
9474,1461756387,BOOKMARK,100860,-8.86E+18,-4.76E+18,,,,2.5,166,female,43
9528,1461756137,VIEW,100488,-8.86E+18,-4.76E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
9568,1461947353,VIEW,102030,-8.86E+18,-2.00E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
9882,1463090205,VIEW,102163,-8.86E+18,-7.00E+18,Android - Native Mobile App,SP,BR,1,166,female,43
10831,1461928352,LIKE,100496,-8.86E+18,-2.00E+18,,,,2,166,female,43
10838,1461928338,VIEW,100818,-8.86E+18,-2.00E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
11458,1463698714,VIEW,102437,-8.86E+18,-6.53E+18,Android - Native Mobile App,SP,BR,1,166,female,43
11480,1463698934,VIEW,101569,-8.86E+18,-6.53E+18,Android - Native Mobile App,SP,BR,1,166,female,43
11621,1461961767,VIEW,100306,-8.86E+18,-2.00E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
11642,1461961783,BOOKMARK,100242,-8.86E+18,-2.00E+18,,,,2.5,166,female,43
12025,1463692124,LIKE,100927,-8.86E+18,-6.53E+18,,,,2,166,female,43
12029,1463691943,BOOKMARK,102349,-8.86E+18,-6.53E+18,,,,2.5,166,female,43
12032,1463692133,VIEW,100460,-8.86E+18,-6.53E+18,Android - Native Mobile App,SP,BR,1,166,female,43
12033,1463692153,BOOKMARK,101373,-8.86E+18,-6.53E+18,,,,2.5,166,female,43
12034,1463692165,VIEW,102404,-8.86E+18,-6.53E+18,Android - Native Mobile App,SP,BR,1,166,female,43
12039,1463692442,VIEW,100120,-8.86E+18,-6.53E+18,Android - Native Mobile App,SP,BR,1,166,female,43
12043,1463691944,VIEW,100503,-8.86E+18,-6.53E+18,Android - Native Mobile App,SP,BR,1,166,female,43
12044,1463692254,VIEW,100794,-8.86E+18,-6.53E+18,Android - Native Mobile App,SP,BR,1,166,female,43
12047,1463692124,BOOKMARK,102056,-8.86E+18,-6.53E+18,,,,2.5,166,female,43
12048,1463692420,VIEW,101749,-8.86E+18,-6.53E+18,Android - Native Mobile App,SP,BR,1,166,female,43
12049,1463692173,VIEW,102339,-8.86E+18,-6.53E+18,Android - Native Mobile App,SP,BR,1,166,female,43
12477,1462397055,VIEW,101452,-8.86E+18,4.80E+18,"Mozilla/5.0 (X11; CrOS armv7l 7834.70.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
12481,1462397060,BOOKMARK,100244,-8.86E+18,4.80E+18,,,,2.5,166,female,43
12768,1461960356,VIEW,102051,-8.86E+18,-2.00E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
12827,1461582198,VIEW,101467,-8.86E+18,-7.84E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
13804,1462074519,VIEW,102390,-8.86E+18,-4.38E+16,Android - Native Mobile App,SP,BR,1,166,female,43
13805,1462074539,VIEW,100882,-8.86E+18,-4.38E+16,Android - Native Mobile App,SP,BR,1,166,female,43
13935,1460741860,LIKE,101461,-8.86E+18,6.43E+18,,,,2,166,female,43
13936,1460741480,VIEW,101457,-8.86E+18,6.43E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
14113,1461333687,VIEW,101804,-8.86E+18,5.75E+18,"Mozilla/5.0 (X11; CrOS armv7l 7834.70.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
14658,1462413395,VIEW,100942,-8.86E+18,-1.05E+18,Android - Native Mobile App,SP,BR,1,166,female,43
14660,1462413042,VIEW,101892,-8.86E+18,-1.05E+18,Android - Native Mobile App,SP,BR,1,166,female,43
14663,1462412995,LIKE,101928,-8.86E+18,-1.05E+18,,,,2,166,female,43
14667,1462412750,VIEW,102314,-8.86E+18,-1.05E+18,Android - Native Mobile App,SP,BR,1,166,female,43
15921,1459266612,VIEW,101595,-8.86E+18,5.59E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.87 Safari/537.36",SP,BR,1,166,female,43
16837,1464900003,VIEW,101633,-8.86E+18,4.53E+18,,,,1,166,female,43
16847,1464900098,VIEW,102070,-8.86E+18,4.53E+18,,,,1,166,female,43
16862,1464900015,BOOKMARK,101823,-8.86E+18,4.53E+18,,,,2.5,166,female,43
16873,1464900002,VIEW,101115,-8.86E+18,4.53E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR,1,166,female,43
16891,1464900097,VIEW,100433,-8.86E+18,4.53E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR,1,166,female,43
17220,1461107227,VIEW,101521,-8.86E+18,-6.62E+18,Android - Native Mobile App,SP,BR,1,166,female,43
17575,1463394993,VIEW,101825,-8.86E+18,9.01E+18,Android - Native Mobile App,SP,BR,1,166,female,43
17590,1463395069,LIKE,102042,-8.86E+18,9.01E+18,,,,2,166,female,43
17615,1463395077,VIEW,100665,-8.86E+18,9.01E+18,Android - Native Mobile App,SP,BR,1,166,female,43
17643,1462792940,VIEW,102331,-8.86E+18,3.61E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
17666,1462792999,VIEW,101776,-8.86E+18,3.61E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
19119,1461942213,LIKE,100857,-8.86E+18,-2.00E+18,,,,2,166,female,43
19128,1461942010,VIEW,101682,-8.86E+18,-2.00E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
19138,1461942010,VIEW,100720,-8.86E+18,-2.00E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
19151,1461942011,VIEW,100133,-8.86E+18,-2.00E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
19510,1461609672,VIEW,100277,-8.86E+18,-7.84E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
19685,1462998551,VIEW,101187,-8.86E+18,5.21E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
19701,1462998547,LIKE,101420,-8.86E+18,5.21E+18,,,,2,166,female,43
19709,1462998545,VIEW,100101,-8.86E+18,5.21E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
19713,1462998554,BOOKMARK,100970,-8.86E+18,5.21E+18,,,,2.5,166,female,43
19723,1462998556,LIKE,101022,-8.86E+18,5.21E+18,,,,2,166,female,43
21264,1464087624,VIEW,102449,-8.86E+18,1.51E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR,1,166,female,43
21270,1464087791,LIKE,101315,-8.86E+18,1.51E+18,,,,2,166,female,43
21275,1464088058,BOOKMARK,100542,-8.86E+18,1.51E+18,,,,2.5,166,female,43
21277,1464088055,VIEW,100194,-8.86E+18,1.51E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR,1,166,female,43
22439,1462915019,BOOKMARK,101338,-8.86E+18,-4.08E+18,,,,2.5,166,female,43
22442,1462915240,LIKE,100291,-8.86E+18,-4.08E+18,,,,2,166,female,43
22445,1462914994,VIEW,101600,-8.86E+18,-4.08E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
22451,1462915197,VIEW,100010,-8.86E+18,-4.08E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
23980,1467824329,VIEW,102267,-8.86E+18,4.58E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
25295,1464780131,LIKE,101743,-8.86E+18,-3.94E+16,,,,2,166,female,43
25339,1464780103,VIEW,102407,-8.86E+18,-3.94E+16,,,,1,166,female,43
25344,1464780103,VIEW,101516,-8.86E+18,-3.94E+16,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR,1,166,female,43
25493,1463164894,VIEW,100767,-8.86E+18,1.03E+17,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
25969,1462310704,LIKE,100385,-8.86E+18,7.83E+18,,,,2,166,female,43
25977,1462310769,VIEW,100440,-8.86E+18,7.83E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
25979,1462310637,VIEW,100116,-8.86E+18,7.83E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
26212,1462928114,BOOKMARK,100174,-8.86E+18,5.21E+18,,,,2.5,166,female,43
26214,1462928014,VIEW,101130,-8.86E+18,5.21E+18,Android - Native Mobile App,SP,BR,1,166,female,43
26217,1462928109,VIEW,102069,-8.86E+18,5.21E+18,Android - Native Mobile App,SP,BR,1,166,female,43
26708,1464969327,VIEW,102445,-8.86E+18,-3.00E+18,,,,1,166,female,43
26734,1464969327,VIEW,102351,-8.86E+18,-3.00E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR,1,166,female,43
27759,1461186420,VIEW,100440,-8.86E+18,-6.43E+18,"Mozilla/5.0 (X11; CrOS armv7l 7834.70.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
27762,1461186517,LIKE,100908,-8.86E+18,-6.43E+18,,,,2,166,female,43
27859,1462470807,VIEW,100942,-8.86E+18,-1.05E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
27865,1462470921,VIEW,100399,-8.86E+18,-1.05E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
27868,1462470758,VIEW,100887,-8.86E+18,-1.05E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
27894,1462470821,VIEW,100279,-8.86E+18,-1.05E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
27915,1462470844,LIKE,101452,-8.86E+18,-1.05E+18,,,,2,166,female,43
27928,1462470680,VIEW,101471,-8.86E+18,-1.05E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
28008,1461801928,VIEW,100371,-8.86E+18,-2.77E+18,Android - Native Mobile App,SP,BR,1,166,female,43
28019,1461802009,VIEW,100165,-8.86E+18,-2.77E+18,Android - Native Mobile App,SP,BR,1,166,female,43
28460,1460114840,VIEW,101687,-8.86E+18,-2.53E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.110 Safari/537.36",SP,BR,1,166,female,43
29021,1462541160,VIEW,100218,-8.86E+18,3.40E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
30421,1468498814,VIEW,100600,-8.86E+18,-3.90E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
31990,1461071462,VIEW,102241,-8.86E+18,-6.62E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",SP,BR,1,166,female,43
33986,1467813913,VIEW,102250,-8.86E+18,4.58E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
34021,1467814062,VIEW,102238,-8.86E+18,4.58E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
34123,1465338258,VIEW,101315,-8.86E+18,-8.67E+18,,,,1,166,female,43
34124,1465338512,VIEW,101013,-8.86E+18,-8.67E+18,"Mozilla/5.0 (X11; CrOS armv7l 7978.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.103 Safari/537.36",SP,BR,1,166,female,43
34125,1465338256,VIEW,100671,-8.86E+18,-8.67E+18,"Mozilla/5.0 (X11; CrOS armv7l 7978.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.103 Safari/537.36",SP,BR,1,166,female,43
35040,1467313119,VIEW,100796,-8.86E+18,-2.21E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
35042,1467313121,VIEW,100260,-8.86E+18,-2.21E+18,,,,1,166,female,43
35137,1462362158,BOOKMARK,100029,-8.86E+18,4.80E+18,,,,2.5,166,female,43
35157,1462362149,VIEW,100840,-8.86E+18,4.80E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.94 Safari/537.36",SP,BR,1,166,female,43
36379,1469444898,VIEW,102066,-8.86E+18,3.67E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
36391,1469445066,VIEW,102493,-8.86E+18,3.67E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
36406,1463743038,LIKE,102442,-8.86E+18,2.97E+18,,,,2,166,female,43
36410,1463743322,FOLLOW,100401,-8.86E+18,2.97E+18,,,,3,166,female,43
36413,1463743301,VIEW,100875,-8.86E+18,2.97E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR,1,166,female,43
36424,1463743295,VIEW,100820,-8.86E+18,2.97E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR,1,166,female,43
36431,1463743323,FOLLOW,102002,-8.86E+18,2.97E+18,,,,3,166,female,43
36436,1463743001,VIEW,100233,-8.86E+18,2.97E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36",SP,BR,1,166,female,43
36511,1467051008,BOOKMARK,101545,-8.86E+18,3.74E+18,,,,2.5,166,female,43
36902,1467209654,VIEW,100762,-8.86E+18,-7.63E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
36913,1467209642,VIEW,101235,-8.86E+18,-7.63E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
36921,1467209654,VIEW,101123,-8.86E+18,-7.63E+18,,,,1,166,female,43
36924,1467209642,VIEW,100931,-8.86E+18,-7.63E+18,,,,1,166,female,43
37437,1469539530,VIEW,102115,-8.86E+18,-9.11E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
37618,1469725878,BOOKMARK,100418,-8.86E+18,5.39E+18,,,,2.5,166,female,43
37626,1469725431,VIEW,101250,-8.86E+18,5.39E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
37948,1469553108,BOOKMARK,101225,-8.86E+18,-9.11E+18,,,,2.5,166,female,43
37958,1469553102,BOOKMARK,100086,-8.86E+18,-9.11E+18,,,,2.5,166,female,43
37968,1469553099,VIEW,101795,-8.86E+18,-9.11E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
37969,1469553105,VIEW,101183,-8.86E+18,-9.11E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
38011,1469717699,VIEW,100500,-8.86E+18,5.39E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
38528,1467391917,VIEW,101927,-8.86E+18,3.00E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
38529,1467391927,VIEW,101702,-8.86E+18,3.00E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
38533,1467391920,VIEW,102408,-8.86E+18,3.00E+18,,,,1,166,female,43
38537,1467391927,VIEW,102460,-8.86E+18,3.00E+18,,,,1,166,female,43
38545,1467391924,BOOKMARK,100384,-8.86E+18,3.00E+18,,,,2.5,166,female,43
38565,1467391957,LIKE,101599,-8.86E+18,3.00E+18,,,,2,166,female,43
39327,1468942708,VIEW,100770,-8.86E+18,-1.36E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
39332,1468942904,VIEW,100614,-8.86E+18,-1.36E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
39533,1470050733,VIEW,100689,-8.86E+18,-1.67E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",C,AR,1,166,female,43
40881,1468441815,VIEW,100461,-8.86E+18,-6.36E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
41210,1467976773,VIEW,102371,-8.86E+18,7.59E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
41217,1467976673,VIEW,100605,-8.86E+18,7.59E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
41218,1467976603,VIEW,101395,-8.86E+18,7.59E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
42036,1468866276,VIEW,102463,-8.86E+18,-3.57E+18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",SP,BR,1,166,female,43
